lat,lon,CSF_selected,Cost_selected
56.5,32.5,BAUpTHININT,-113254520000.0
57.5,-9.5,,inf
57.5,-8.5,,inf
57.5,-7.5,,inf
57.5,-6.5,,inf
57.5,-5.5,BAUpDIACUT,-43999611000.0
57.5,-4.5,FM5pDIACUT,-96613498333.33333
57.5,-3.5,FM5pDIACUT,-103847500000.0
57.5,-2.5,FM5pDIACUT,-46173513333.333336
57.5,-1.5,,inf
57.5,-0.5,,inf
57.5,0.5,,inf
57.5,1.5,,inf
57.5,2.5,,inf
57.5,3.5,,inf
57.5,4.5,,inf
57.5,5.5,,inf
57.5,6.5,,inf
57.5,7.5,,inf
57.5,8.5,,inf
57.5,9.5,,inf
57.5,10.5,,inf
57.5,11.5,,inf
57.5,12.5,BAUpRESIDUAL,-298150763333.3333
57.5,13.5,FM5pDIACUT,-264826213333.33334
57.5,14.5,FM5pDIACUT,-247115063333.33334
57.5,15.5,FM5pDIACUT,-262053916666.66666
57.5,16.5,FM5pDIACUT,-255886896666.66666
57.5,17.5,,inf
57.5,18.5,,inf
57.5,19.5,,inf
57.5,20.5,,inf
57.5,21.5,,inf
57.5,22.5,FM5pDIACUT,-199231650000.0
57.5,23.5,,inf
57.5,24.5,BAUpTHININT,-204267650000.0
57.5,25.5,FM5pDIACUT,-167964930000.0
57.5,26.5,FM5pDIACUT,-168400236666.66666
57.5,27.5,FM5pDIACUT,-156469546666.66666
57.5,28.5,FM5pRESIDUAL,-113649206666.66667
57.5,29.5,BAUpN,-104785398666.66667
57.5,30.5,BAU,-105644830000.0
57.5,31.5,BAUnDIACUT,-107548780000.0
57.5,32.5,BAUpTHININT,-84922328333.33333
58.5,-9.5,,inf
58.5,-8.5,,inf
58.5,-7.5,,inf
58.5,-6.5,,inf
58.5,-5.5,,inf
58.5,-4.5,FM5pDIACUT,-101221924000.0
58.5,-3.5,,inf
58.5,-2.5,,inf
58.5,-1.5,,inf
58.5,-0.5,,inf
58.5,0.5,,inf
58.5,1.5,,inf
58.5,2.5,,inf
58.5,3.5,,inf
58.5,4.5,,inf
58.5,5.5,,inf
58.5,6.5,BAUpRESIDUAL,-124722816666.66667
58.5,7.5,FM5pDIACUT,-160835010000.0
58.5,8.5,FM5pDIACUT,-236841400000.0
58.5,9.5,,inf
58.5,10.5,,inf
58.5,11.5,FM5pDIACUT,-190158816666.66666
58.5,12.5,FM5pDIACUT,-147904133333.33334
58.5,13.5,FM5pDIACUT,-80654476666.66667
58.5,14.5,FM5pDIACUT,-151908810000.0
58.5,15.5,FM5pDIACUT,-201032526666.66666
58.5,16.5,FM5pDIACUT,-209449773333.33334
58.5,17.5,,inf
58.5,18.5,,inf
58.5,19.5,,inf
58.5,20.5,,inf
58.5,21.5,,inf
58.5,22.5,FM5pDIACUT,-164608120000.0
58.5,23.5,,inf
58.5,24.5,FM5pDIACUT,-137799426666.66666
58.5,25.5,FM5pRESIDUAL,-144045700000.0
58.5,26.5,FM5pN,-110842785000.0
58.5,27.5,FM5pRESIDUAL,-87776946666.66667
58.5,28.5,FM5pDIACUT,-164035566666.66666
58.5,29.5,FM5pDIACUT,-111894608666.66667
58.5,30.5,FM5nDIACUT,-78817954666.66667
58.5,31.5,BAUpN,-84551891666.66667
58.5,32.5,BAUppRESIDUAL,-118348265000.0
59.5,-9.5,,inf
59.5,-8.5,,inf
59.5,-7.5,,inf
59.5,-6.5,,inf
59.5,-5.5,,inf
59.5,-4.5,,inf
59.5,-3.5,,inf
59.5,-2.5,,inf
59.5,-1.5,,inf
59.5,-0.5,,inf
59.5,0.5,,inf
59.5,1.5,,inf
59.5,2.5,,inf
59.5,3.5,,inf
59.5,4.5,,inf
59.5,5.5,,inf
59.5,6.5,BAUpDIACUT,-49548221666.666664
59.5,7.5,BAUpDIACUT,-67428011666.666664
59.5,8.5,BAUpRESIDUAL,-107001256666.66667
59.5,9.5,FM5pDIACUT,-153690390000.0
59.5,10.5,BAUpDIACUT,-171582850000.0
59.5,11.5,FM5pDIACUT,-191558643333.33334
59.5,12.5,FM5pDIACUT,-200857660000.0
59.5,13.5,FM5pDIACUT,-149693276666.66666
59.5,14.5,FM5pRESIDUAL,-166240333333.33334
59.5,15.5,FM5pDIACUT,-148592223333.33334
59.5,16.5,FM5pDIACUT,-134231981666.66667
59.5,17.5,FM5pDIACUT,-101408460000.0
59.5,18.5,FM5pDIACUT,-156813773333.33334
59.5,19.5,,inf
59.5,20.5,,inf
59.5,21.5,,inf
59.5,22.5,,inf
59.5,23.5,,inf
59.5,24.5,,inf
59.5,25.5,FM5pDIACUT,-149356416666.66666
59.5,26.5,FM5pRESIDUAL,-125050796666.66667
59.5,27.5,,inf
59.5,28.5,FM5pDIACUT,-160820690000.0
59.5,29.5,BAUpRESIDUAL,-88468376666.66667
59.5,30.5,FM5pDIACUT,-77970166666.66667
59.5,31.5,FM5pN,-92419703333.33333
59.5,32.5,BAU,-91367186000.0
60.5,-9.5,,inf
60.5,-8.5,,inf
60.5,-7.5,,inf
60.5,-6.5,,inf
60.5,-5.5,,inf
60.5,-4.5,,inf
60.5,-3.5,,inf
60.5,-2.5,,inf
60.5,-1.5,,inf
60.5,-0.5,,inf
60.5,0.5,,inf
60.5,1.5,,inf
60.5,2.5,,inf
60.5,3.5,,inf
60.5,4.5,,inf
60.5,5.5,BAUpDIACUT,-124093658333.33333
60.5,6.5,BAUpDIACUT,-41488945666.666664
60.5,7.5,BAUpDIACUT,-42842979000.0
60.5,8.5,BAUpDIACUT,-72636576666.66667
60.5,9.5,BAUpN,-107545830000.0
60.5,10.5,FM5pDIACUT,-141884050000.0
60.5,11.5,FM5pDIACUT,-136206740000.0
60.5,12.5,FM5pDIACUT,-142280550000.0
60.5,13.5,FM5pDIACUT,-132415496666.66667
60.5,14.5,FM5pDIACUT,-156863613333.33334
60.5,15.5,FM5pDIACUT,-142210110000.0
60.5,16.5,FM5pDIACUT,-144234493333.33334
60.5,17.5,FM5pDIACUT,-180239336666.66666
60.5,18.5,,inf
60.5,19.5,,inf
60.5,20.5,,inf
60.5,21.5,,inf
60.5,22.5,FM5pDIACUT,-120791435000.0
60.5,23.5,FM5pDIACUT,-99237315000.0
60.5,24.5,FM5pDIACUT,-115571600000.0
60.5,25.5,FM5pDIACUT,-110051800000.0
60.5,26.5,FM5pDIACUT,-135652156666.66667
60.5,27.5,,inf
60.5,28.5,BAU,0.0
60.5,29.5,FM5pDIACUT,-129977734666.66667
60.5,30.5,BAUpRESIDUAL,-90042478333.33333
60.5,31.5,FM5pRESIDUAL,-12704582000.0
60.5,32.5,BAU,0.0
61.5,-9.5,,inf
61.5,-8.5,,inf
61.5,-7.5,,inf
61.5,-6.5,,inf
61.5,-5.5,,inf
61.5,-4.5,,inf
61.5,-3.5,,inf
61.5,-2.5,,inf
61.5,-1.5,,inf
61.5,-0.5,,inf
61.5,0.5,,inf
61.5,1.5,,inf
61.5,2.5,,inf
61.5,3.5,,inf
61.5,4.5,,inf
61.5,5.5,FM5nDIACUT,-92341283333.33333
61.5,6.5,BAUpRESIDUAL,-41077978000.0
61.5,7.5,BAUpN,-32219226000.0
61.5,8.5,BAUpN,-20966634666.666668
61.5,9.5,BAUpRESIDUAL,-62854545333.333336
61.5,10.5,BAUpN,-84920243333.33333
61.5,11.5,BAUpDIACUT,-83689584666.66667
61.5,12.5,BAUpDIACUT,-75836763333.33333
61.5,13.5,FM5pDIACUT,-82557773333.33333
61.5,14.5,FM5pDIACUT,-83611610000.0
61.5,15.5,BAUpDIACUT,-85945493333.33333
61.5,16.5,BAUpN,-107980901666.66667
61.5,17.5,,inf
61.5,18.5,,inf
61.5,19.5,,inf
61.5,20.5,,inf
61.5,21.5,FM5pDIACUT,-160512246666.66666
61.5,22.5,FM5pDIACUT,-100686095333.33333
61.5,23.5,FM5pDIACUT,-80727466666.66667
61.5,24.5,FM5pN,-81849466666.66667
61.5,25.5,FM5pN,-86560530000.0
61.5,26.5,FM5pN,-96706084666.66667
61.5,27.5,FM5pDIACUT,-131055656666.66667
61.5,28.5,FM5pDIACUT,-115759596666.66667
61.5,29.5,FM5pDIACUT,-110982260000.0
61.5,30.5,FM5pDIACUT,-51838243000.0
61.5,31.5,BAUpDIACUT,-38694213333.333336
61.5,32.5,FM5pDIACUT,-71018808000.0
62.5,-9.5,,inf
62.5,-8.5,,inf
62.5,-7.5,,inf
62.5,-6.5,,inf
62.5,-5.5,,inf
62.5,-4.5,,inf
62.5,-3.5,,inf
62.5,-2.5,,inf
62.5,-1.5,,inf
62.5,-0.5,,inf
62.5,0.5,,inf
62.5,1.5,,inf
62.5,2.5,,inf
62.5,3.5,,inf
62.5,4.5,,inf
62.5,5.5,,inf
62.5,6.5,BAUpRESIDUAL,-72383794666.66667
62.5,7.5,BAUpTHININT,-27491494666.666668
62.5,8.5,BAUppRESIDUAL,-15621386000.0
62.5,9.5,BAU,-18696356666.666668
62.5,10.5,BAUpDIACUT,-47730601666.666664
62.5,11.5,FM5nDIACUT,-44359070333.333336
62.5,12.5,FM5nDIACUT,-34587927000.0
62.5,13.5,FM5pN,-60093532666.666664
62.5,14.5,FM5pN,-103493015000.0
62.5,15.5,FM5pN,-116583823333.33333
62.5,16.5,FM5nTHININT,-131123050000.0
62.5,17.5,FM5pN,-119410591666.66667
62.5,18.5,,inf
62.5,19.5,,inf
62.5,20.5,,inf
62.5,21.5,FM5pDIACUT,-94327296666.66667
62.5,22.5,FM5pRESIDUAL,-67267062666.666664
62.5,23.5,FM5pN,-86560266666.66667
62.5,24.5,FM5pN,-109145933333.33333
62.5,25.5,BAUpN,-82857771666.66667
62.5,26.5,FM5pDIACUT,-126625051666.66667
62.5,27.5,FM5pDIACUT,-116120860000.0
62.5,28.5,FM5pDIACUT,-106348073333.33333
62.5,29.5,BAUpDIACUT,-80017416666.66667
62.5,30.5,BAUpN,-88376168333.33333
62.5,31.5,FM5pRESIDUAL,-90432290000.0
62.5,32.5,BAUpDIACUT,-78058603333.33333
63.5,-9.5,,inf
63.5,-8.5,,inf
63.5,-7.5,,inf
63.5,-6.5,,inf
63.5,-5.5,,inf
63.5,-4.5,,inf
63.5,-3.5,,inf
63.5,-2.5,,inf
63.5,-1.5,,inf
63.5,-0.5,,inf
63.5,0.5,,inf
63.5,1.5,,inf
63.5,2.5,,inf
63.5,3.5,,inf
63.5,4.5,,inf
63.5,5.5,,inf
63.5,6.5,,inf
63.5,7.5,,inf
63.5,8.5,,inf
63.5,9.5,BAUpDIACUT,-105580923666.66667
63.5,10.5,BAUpDIACUT,-88727646666.66667
63.5,11.5,BAUpDIACUT,-54141191333.333336
63.5,12.5,BAUpN,-50919082666.666664
63.5,13.5,BAUpN,-79904303333.33333
63.5,14.5,BAUpN,-77887756666.66667
63.5,15.5,BAUpN,-84027333333.33333
63.5,16.5,FM5nTHININT,-103613408000.0
63.5,17.5,BAUpDIACUT,-90596458333.33333
63.5,18.5,FM5nTHININT,-92521556666.66667
63.5,19.5,FM5nTHININT,-86849466666.66667
63.5,20.5,,inf
63.5,21.5,,inf
63.5,22.5,FM5pRESIDUAL,-47371010000.0
63.5,23.5,BAUpRESIDUAL,-54313478666.666664
63.5,24.5,BAUpRESIDUAL,-54849760000.0
63.5,25.5,FM5pN,-78677996666.66667
63.5,26.5,FM5pDIACUT,-94319443333.33333
63.5,27.5,FM5pN,-67694575666.666664
63.5,28.5,BAUpN,-80982830000.0
63.5,29.5,FM5pN,-77630863000.0
63.5,30.5,BAUpN,-63265532333.333336
63.5,31.5,BAUpDIACUT,-87400541666.66667
63.5,32.5,BAU,0.0
64.5,-9.5,,inf
64.5,-8.5,,inf
64.5,-7.5,,inf
64.5,-6.5,,inf
64.5,-5.5,,inf
64.5,-4.5,,inf
64.5,-3.5,,inf
64.5,-2.5,,inf
64.5,-1.5,,inf
64.5,-0.5,,inf
64.5,0.5,,inf
64.5,1.5,,inf
64.5,2.5,,inf
64.5,3.5,,inf
64.5,4.5,,inf
64.5,5.5,,inf
64.5,6.5,,inf
64.5,7.5,,inf
64.5,8.5,,inf
64.5,9.5,,inf
64.5,10.5,,inf
64.5,11.5,BAUpDIACUT,-75057660000.0
64.5,12.5,BAUpN,-48193306666.666664
64.5,13.5,BAUpN,-56059938333.333336
64.5,14.5,BAUpN,-64131000000.0
64.5,15.5,BAUpN,-87970000000.0
64.5,16.5,BAUnDIACUT,-64992226666.666664
64.5,17.5,BAUpRESIDUAL,-47830476333.333336
64.5,18.5,BAUnDIACUT,-67068511000.0
64.5,19.5,BAUpRESIDUAL,-62395208333.333336
64.5,20.5,FM5pN,-98183878333.33333
64.5,21.5,,inf
64.5,22.5,,inf
64.5,23.5,,inf
64.5,24.5,FM5pN,-101617822000.0
64.5,25.5,BAUnTHININT,-50891766666.666664
64.5,26.5,BAUpN,-46116521666.666664
64.5,27.5,BAUpDIACUT,-60196637000.0
64.5,28.5,BAUnDIACUT,-71477200000.0
64.5,29.5,BAUpDIACUT,-71263358333.33333
64.5,30.5,FM5pN,-73567610000.0
64.5,31.5,FM5pN,-85683906666.66667
64.5,32.5,BAUpDIACUT,-62959901333.333336
65.5,-9.5,,inf
65.5,-8.5,,inf
65.5,-7.5,,inf
65.5,-6.5,,inf
65.5,-5.5,,inf
65.5,-4.5,,inf
65.5,-3.5,,inf
65.5,-2.5,,inf
65.5,-1.5,,inf
65.5,-0.5,,inf
65.5,0.5,,inf
65.5,1.5,,inf
65.5,2.5,,inf
65.5,3.5,,inf
65.5,4.5,,inf
65.5,5.5,,inf
65.5,6.5,,inf
65.5,7.5,,inf
65.5,8.5,,inf
65.5,9.5,,inf
65.5,10.5,,inf
65.5,11.5,,inf
65.5,12.5,BAUpRESIDUAL,-47796869333.333336
65.5,13.5,BAUpN,-34496118000.0
65.5,14.5,BAUpTHININT,-24905994666.666668
65.5,15.5,BAUpRESIDUAL,-46101128000.0
65.5,16.5,BAUpN,-68045746666.666664
65.5,17.5,BAUpRESIDUAL,-52529200000.0
65.5,18.5,BAUpRESIDUAL,-49715325666.666664
65.5,19.5,BAUpTHININT,-57687006333.333336
65.5,20.5,BAUnDIACUT,-60150600000.0
65.5,21.5,BAUpN,-76433253333.33333
65.5,22.5,,inf
65.5,23.5,,inf
65.5,24.5,,inf
65.5,25.5,FM5pN,-50843278000.0
65.5,26.5,BAUpN,-51166060000.0
65.5,27.5,BAUpDIACUT,-69237174666.66667
65.5,28.5,BAUpN,-68481176000.0
65.5,29.5,BAUpRESIDUAL,-45475131666.666664
65.5,30.5,BAU,0.0
65.5,31.5,FM5nDIACUT,-56150425000.0
65.5,32.5,BAUpDIACUT,-56543522666.666664
66.5,-9.5,,inf
66.5,-8.5,,inf
66.5,-7.5,,inf
66.5,-6.5,,inf
66.5,-5.5,,inf
66.5,-4.5,,inf
66.5,-3.5,,inf
66.5,-2.5,,inf
66.5,-1.5,,inf
66.5,-0.5,,inf
66.5,0.5,,inf
66.5,1.5,,inf
66.5,2.5,,inf
66.5,3.5,,inf
66.5,4.5,,inf
66.5,5.5,,inf
66.5,6.5,,inf
66.5,7.5,,inf
66.5,8.5,,inf
66.5,9.5,,inf
66.5,10.5,,inf
66.5,11.5,,inf
66.5,12.5,,inf
66.5,13.5,BAUpN,-45663989666.666664
66.5,14.5,BAUpRESIDUAL,-20722378000.0
66.5,15.5,BAUpRESIDUAL,-11032996666.666666
66.5,16.5,BAUnDIACUT,-17787689666.666668
66.5,17.5,BAUpDIACUT,-38842762666.666664
66.5,18.5,FM5pN,-46637797000.0
66.5,19.5,FM5nTHININT,-53449233666.666664
66.5,20.5,BAUpN,-60702507666.666664
66.5,21.5,BAUpN,-57781720000.0
66.5,22.5,BAUpRESIDUAL,-56450141000.0
66.5,23.5,BAUpDIACUT,-54687850000.0
66.5,24.5,FM5nTHININT,-50259986666.666664
66.5,25.5,BAUpN,-56959943333.333336
66.5,26.5,FM5nDIACUT,-48451014666.666664
66.5,27.5,BAUpDIACUT,-60193790000.0
66.5,28.5,BAUpDIACUT,-44068995000.0
66.5,29.5,BAUpN,-56541771000.0
66.5,30.5,BAU,0.0
66.5,31.5,BAU,0.0
66.5,32.5,FM5nDIACUT,-62311077333.333336
67.5,-9.5,,inf
67.5,-8.5,,inf
67.5,-7.5,,inf
67.5,-6.5,,inf
67.5,-5.5,,inf
67.5,-4.5,,inf
67.5,-3.5,,inf
67.5,-2.5,,inf
67.5,-1.5,,inf
67.5,-0.5,,inf
67.5,0.5,,inf
67.5,1.5,,inf
67.5,2.5,,inf
67.5,3.5,,inf
67.5,4.5,,inf
67.5,5.5,,inf
67.5,6.5,,inf
67.5,7.5,,inf
67.5,8.5,,inf
67.5,9.5,,inf
67.5,10.5,,inf
67.5,11.5,,inf
67.5,12.5,,inf
67.5,13.5,,inf
67.5,14.5,,inf
67.5,15.5,BAUpTHININT,-31862380666.666668
67.5,16.5,BAUpN,-5846291133.333333
67.5,17.5,BAUpTHININT,-8026925333.333333
67.5,18.5,BAUpRESIDUAL,-13129059666.666666
67.5,19.5,BAUpDIACUT,-28356319333.333332
67.5,20.5,BAUpRESIDUAL,-29941984666.666668
67.5,21.5,BAUpRESIDUAL,-43343397000.0
67.5,22.5,BAUpDIACUT,-59794697000.0
67.5,23.5,FM5nDIACUT,-45192836000.0
67.5,24.5,FM5pDIACUT,-41944642333.333336
67.5,25.5,FM5nDIACUT,-29803119666.666668
67.5,26.5,BAUpN,-36029921000.0
67.5,27.5,FM5pN,-35227263333.333336
67.5,28.5,FM5nDIACUT,-42007077666.666664
67.5,29.5,BAUpDIACUT,-51186531666.666664
67.5,30.5,BAUpN,-4534148633.333333
67.5,31.5,BAU,0.0
67.5,32.5,BAUpDIACUT,-46368014333.333336
68.5,-9.5,,inf
68.5,-8.5,,inf
68.5,-7.5,,inf
68.5,-6.5,,inf
68.5,-5.5,,inf
68.5,-4.5,,inf
68.5,-3.5,,inf
68.5,-2.5,,inf
68.5,-1.5,,inf
68.5,-0.5,,inf
68.5,0.5,,inf
68.5,1.5,,inf
68.5,2.5,,inf
68.5,3.5,,inf
68.5,4.5,,inf
68.5,5.5,,inf
68.5,6.5,,inf
68.5,7.5,,inf
68.5,8.5,,inf
68.5,9.5,,inf
68.5,10.5,,inf
68.5,11.5,,inf
68.5,12.5,,inf
68.5,13.5,,inf
68.5,14.5,,inf
68.5,15.5,BAUpRESIDUAL,-29781926000.0
68.5,16.5,BAUnDIACUT,-30782593000.0
68.5,17.5,BAUpRESIDUAL,-12925154333.333334
68.5,18.5,BAUpN,-5242020600.0
68.5,19.5,BAU,-9339998000.0
68.5,20.5,BAUnDIACUT,-18096898000.0
68.5,21.5,BAUpRESIDUAL,-19043278333.333332
68.5,22.5,BAUpRESIDUAL,-23648924333.333332
68.5,23.5,BAUpRESIDUAL,-24774806000.0
68.5,24.5,FM5nDIACUT,-9706311000.0
68.5,25.5,BAUpN,-35614097666.666664
68.5,26.5,FM5pN,-39944559333.333336
68.5,27.5,FM5pN,-45839578333.333336
68.5,28.5,FM5nDIACUT,-26934867666.666668
68.5,29.5,BAU,0.0
68.5,30.5,BAU,0.0
68.5,31.5,BAU,0.0
68.5,32.5,BAU,0.0
69.5,-9.5,,inf
69.5,-8.5,,inf
69.5,-7.5,,inf
69.5,-6.5,,inf
69.5,-5.5,,inf
69.5,-4.5,,inf
69.5,-3.5,,inf
69.5,-2.5,,inf
69.5,-1.5,,inf
69.5,-0.5,,inf
69.5,0.5,,inf
69.5,1.5,,inf
69.5,2.5,,inf
69.5,3.5,,inf
69.5,4.5,,inf
69.5,5.5,,inf
69.5,6.5,,inf
69.5,7.5,,inf
69.5,8.5,,inf
69.5,9.5,,inf
69.5,10.5,,inf
69.5,11.5,,inf
69.5,12.5,,inf
69.5,13.5,,inf
69.5,14.5,,inf
69.5,15.5,,inf
69.5,16.5,,inf
69.5,17.5,,inf
69.5,18.5,BAUnDIACUT,-21929510000.0
69.5,19.5,BAUppRESIDUAL,-19864274333.333332
69.5,20.5,BAUpN,-5386951000.0
69.5,21.5,FM5pRESIDUAL,-549020973.3333334
69.5,22.5,BAU,0.0
69.5,23.5,BAU,0.0
69.5,24.5,BAU,0.0
69.5,25.5,BAU,0.0
69.5,26.5,BAUppRESIDUAL,-22747882000.0
69.5,27.5,BAUpTHININT,-27570473000.0
69.5,28.5,FM5nDIACUT,-23905388000.0
69.5,29.5,BAU,0.0
69.5,30.5,BAU,0.0
69.5,31.5,BAU,0.0
69.5,32.5,BAU,0.0
70.5,-9.5,,inf
70.5,-8.5,,inf
70.5,-7.5,,inf
70.5,-6.5,,inf
70.5,-5.5,,inf
70.5,-4.5,,inf
70.5,-3.5,,inf
70.5,-2.5,,inf
70.5,-1.5,,inf
70.5,-0.5,,inf
70.5,0.5,,inf
70.5,1.5,,inf
70.5,2.5,,inf
70.5,3.5,,inf
70.5,4.5,,inf
70.5,5.5,,inf
70.5,6.5,,inf
70.5,7.5,,inf
70.5,8.5,,inf
70.5,9.5,,inf
70.5,10.5,,inf
70.5,11.5,,inf
70.5,12.5,,inf
70.5,13.5,,inf
70.5,14.5,,inf
70.5,15.5,,inf
70.5,16.5,,inf
70.5,17.5,,inf
70.5,18.5,,inf
70.5,19.5,,inf
70.5,20.5,,inf
70.5,21.5,,inf
70.5,22.5,,inf
70.5,23.5,BAUpDIACUT,-18120470000.0
70.5,24.5,FM5pDIACUT,-14532128000.0
70.5,25.5,FM5nDIACUT,-16150677333.333334
70.5,26.5,BAUpN,-14147855333.333334
70.5,27.5,BAU,0.0
70.5,28.5,BAUpDIACUT,-2628111800.0
70.5,29.5,BAU,0.0
70.5,30.5,,inf
70.5,31.5,,inf
70.5,32.5,,inf
